x,y,type
75.25757047151664,-25.070350027936882,interior
60.88104658148348,19.43434049113712,left_boundary
124.1703939528727,27.98471401422421,interior
55.77125058037243,-0.32377461862017753,left_boundary
65.47986298248343,37.21664408991869,left_boundary
135.0984332901718,-2.842733232691131,interior
70.07867938348338,54.998947688700255,left_boundary
175.36248674456695,-37.1399210698748,right_boundary
67.52378138292785,45.11989013382161,left_boundary
70.58965898359448,56.97475919967599,left_boundary
174.4991074202413,-40.47836120910966,right_boundary
63.43594458203901,29.313398046015763,left_boundary
189.1765559337775,16.275121157882865,right_boundary
186.58641796080053,6.2598007401783065,right_boundary
155.71096628157406,-3.004590377740527,interior
169.82171107259435,-17.121279821372525,interior
65.99084258259454,39.19245560089442,left_boundary
174.10282135756958,15.705520502288834,interior
99.93894344451446,12.544151483630571,interior
51.683413779483594,-16.130266706426013,left_boundary
67.01280178281675,43.14407862284588,left_boundary
188.31317660945183,12.936681018648002,right_boundary
71.10063858370557,58.95057071065172,left_boundary
62.9249649819279,27.33758653504004,left_boundary
178.81600404186958,-23.78616051293539,right_boundary
191.76669390675448,26.290441575587423,right_boundary
49.639495379039175,-24.03351275032893,left_boundary
64.96888338237233,35.24083257894296,left_boundary
58.83712818103906,11.531094447234203,left_boundary
183.13290066349788,-7.093959816761114,right_boundary
95.3740209581957,-8.713745706353023,interior
51.17243417937249,-18.106078217401745,left_boundary
176.2258660688926,-33.80148093063995,right_boundary
192.63007323108013,29.62888171482228,right_boundary
54.749291380150225,-4.2753976405716365,left_boundary
48.106556578705856,-29.96094728325612,left_boundary
171.90896944726433,-50.49368162681422,right_boundary
46.573617778372544,-35.88838181618331,left_boundary
49.12851577892807,-26.009324261304663,left_boundary
156.0993928738691,-16.257730285714104,interior
61.948868208350575,-10.79753695666102,interior
177.95262471754393,-27.124600652170244,right_boundary
56.28223018048354,1.6520368923555537,left_boundary
54.23831178003912,-6.251209151547368,left_boundary
171.04559012293865,-53.83212176604907,right_boundary
64.45790378226121,33.265021067967226,left_boundary
53.216352579816906,-10.202832173498827,left_boundary
179.67938336619525,-20.447720373700534,right_boundary
182.26952133917223,-10.432399955995969,right_boundary
156.38920766560327,18.243961876125354,interior
58.326148580927956,9.555282936258472,left_boundary
168.45545214996167,-63.847442183753635,right_boundary
69.05672018326116,51.04732466674879,left_boundary
59.34810778115017,13.506905958209934,left_boundary
63.94692418215011,31.289209556991494,left_boundary
50.66145457926138,-20.081889728377476,left_boundary
177.08924539321828,-30.463040791405092,right_boundary
184.8596593121492,-0.41707953829140365,right_boundary
60.370066981372375,17.45852898016139,left_boundary
132.42537818822254,-40.69584960481026,interior
57.30418938070575,5.603659914307009,left_boundary
187.44979728512618,9.598240879413154,right_boundary
190.03993525810316,19.613561297117712,right_boundary
71.61161818381669,60.926382221627456,left_boundary
190.9033145824288,22.952001436352575,right_boundary
61.39202618159459,21.410152002112852,left_boundary
172.77234877158998,-47.15524148757937,right_boundary
79.88998172858359,27.208276019966775,interior
59.859087381261276,15.482717469185658,left_boundary
62.4139853818168,25.361775024064308,left_boundary
150.32286322918137,34.08367564568226,interior
55.260270980261325,-2.299586129595909,left_boundary
180.5427626905209,-17.10928023446568,right_boundary
47.59557697859476,-31.936758794231853,left_boundary
75.42884279040561,-20.145267773203955,interior
183.99627998782353,-3.7555196775262587,right_boundary
68.54574058315006,49.07151315577306,left_boundary
57.81516898081685,7.57947142528274,left_boundary
75.71181459951094,17.44907648793526,interior
52.7053729797058,-12.178643684474554,left_boundary
68.03476098303895,47.09570164479733,left_boundary
50.15047497915028,-22.057701239353204,left_boundary
61.903005781705694,23.385963513088576,left_boundary
181.40614201484658,-13.770840095230824,right_boundary
88.4707287968884,1.8164625915495947,interior
53.72733217992801,-8.227020662523095,left_boundary
167.59207282563602,-67.18588232298849,right_boundary
47.08459737848365,-33.91257030520758,left_boundary
173.63572809591562,-43.81680134834451,right_boundary
170.182210798613,-57.17056190528393,right_boundary
185.72303863647485,2.9213606009434443,right_boundary
164.31223813792536,-65.0078160764011,interior
56.793209780594644,3.627848403331285,left_boundary
52.1943933795947,-14.154455195450286,left_boundary
69.56769978337226,53.023136177724524,left_boundary
85.13562549710629,-2.9291767412882734,interior
142.75340945746473,15.425197143907212,interior
169.31883147428735,-60.50900204451878,right_boundary
66.50182218270564,41.16826711187015,left_boundary
48.61753617881696,-27.985135772280394,left_boundary
